Source,Target,Weight
(04100) carrera 77,(09002) consuelo,18
(04100) carrera 77,(09003) socorro,15
(04100) carrera 77,(09004) santa lucía,97
(04100) carrera 77,(09100) calle 40 sur,80
(04100) carrera 77,(09101) quiroga,36
(04100) carrera 77,(09103) olaya,53
(04100) carrera 77,(09104) restrepo,109
(04100) carrera 77,(09105) río fucha,93
(04100) carrera 77,(09106) nariño,28
(04100) carrera 77,(09107) hortúa,64
(04100) carrera 77,(09108) hospital,15
(04100) carrera 77,(09109) tercer milenio,30
(04100) carrera 77,(09110) avenida jimenez,403
(04100) carrera 77,(09111) calle 19,159
(04100) carrera 77,(09113) calle 22,63
(04100) carrera 77,(09115) calle 34,429
(04100) carrera 77,(09116) avenida 39,186
(04100) carrera 77,(09117) calle 45,377
(04100) carrera 77,(09119) calle 57,447
(04100) carrera 77,(09120) calle 63,364
(04100) carrera 77,(09121) flores – areandina,506
(04100) carrera 77,(09122) calle 72,2
(04100) carrera 77,(09123) calle 76 - san felipe,551
(04100) carrera 77,(10000) portal 20 de julio,175
(04100) carrera 77,(10001) country sur,57
(04100) carrera 77,(10002) av. primero de mayo,103
(04100) carrera 77,(10003) ciudad jardín,15
(04100) carrera 77,(10004) policarpa,26
(04100) carrera 77,(10005) bicentenario,27
(04100) carrera 77,(10006) san victorino - neos centro,50
(04100) carrera 77,(10007) las nieves,24
(04100) carrera 77,(10008) san diego,12
(04100) carrera 77,(10009) museo nacional,46
(04100) carrera 77,(10010) san bernardo,36
(04100) carrera 77,(12000) puente aranda,32
(04100) carrera 77,(12001) carrera 43 - comapan,10
(04100) carrera 77,(12002) cds - carrera 32,9
(04100) carrera 77,(12003) ricaurte,22
(04100) carrera 77,(12004) carrera 22,33
(04100) carrera 77,(12007) zona industrial,63
(04100) carrera 77,(14001) la sabana,52
(04100) carrera 77,(14005) las aguas - centro colombo americano,235
(04100) carrera 77,(50008) corral portal dorado,9
(04100) carrera 77,(57503) ampliacion san mateo,45
(04101) minuto de dios,(04102) avenida boyaca,88
(04101) minuto de dios,(04103) las ferias,59
(04101) minuto de dios,(04104) avenida 68,236
(04101) minuto de dios,(04105) carrera 53,86
(04101) minuto de dios,(04106) carrera 47,61
(04101) minuto de dios,(04107) escuela militar,42
(04101) minuto de dios,(04108) el polo,184
(04101) minuto de dios,(05000) portal américas,355
(04101) minuto de dios,(05002) tintal,62
(04101) minuto de dios,(05005) transversal 86,15
(04101) minuto de dios,(05100) banderas p. central,102
(04101) minuto de dios,(05101) mandalay - cr.73,2
(04101) minuto de dios,(05102) av. américas - av. boyacá,19
(04101) minuto de dios,(05103) marsella,14
(04101) minuto de dios,(05105) pradera – plaza central,56
(04101) minuto de dios,(05107) américas - cr.53,45
(04101) minuto de dios,(06000) portal eldorado,22
(04101) minuto de dios,(06001) modelia,2
(04101) minuto de dios,(06002) normandía,5
(04101) minuto de dios,(06100) av. rojas,5
(04101) minuto de dios,(06101) el tiempo - camara de comercio de bogota,19
(04101) minuto de dios,(06102) salitre el greco,15
(04101) minuto de dios,(06103) can,24
(04101) minuto de dios,(06104) gobernación,13
(04101) minuto de dios,(06105) quinta paredes,10
(04101) minuto de dios,(06106) recinto ferial,27
(04101) minuto de dios,(06107) ciudad universitaria - loteria de bogota,21
(04101) minuto de dios,(06108) concejo de bogotá,6
(04101) minuto de dios,(06109) centro memoria,13
(04101) minuto de dios,(06111) universidades – cityu,240
(04101) minuto de dios,(07000) portal sur jfk coop. financiera,505
(04101) minuto de dios,(07001) perdomo,58
(04101) minuto de dios,(07002) madelena,75
(04101) minuto de dios,(07003) sevillana,53
(04101) minuto de dios,(07004) venecia,51
(04101) minuto de dios,(07005) alqueria,45
(04101) minuto de dios,(07006) general santander,89
(04101) minuto de dios,(07007) nqs - calle 38a sur,64
(04101) minuto de dios,(07008) nqs - calle 30 sur,39
(04101) minuto de dios,(07010) bosa,64
(04101) minuto de dios,(07101) castellana,9
(04101) minuto de dios,(07102) calle 75 - zona m,64
(04101) minuto de dios,(07103) av. chile,97
(04101) minuto de dios,(07104) 7 de agosto,80
(04101) minuto de dios,(07105) movistar arena,77
(04101) minuto de dios,(07106) el campin,135
(04101) minuto de dios,(07107) u. nacional,242
(04101) minuto de dios,(07108) av. el dorado,108
(04101) minuto de dios,(07109) cad,108
(04101) minuto de dios,(07110) paloquemao,136
(04101) minuto de dios,(07111) nqs - ricaurte,110
(04101) minuto de dios,(07112) comuneros,74
(04101) minuto de dios,(07113) santa isabel,167
(04101) minuto de dios,(07200) tygua-san josé,30
(04101) minuto de dios,(07201) guatoque -veraguas,37
(04101) minuto de dios,(07503) san mateo - c.c. unisur,204
(04101) minuto de dios,(07504) terreros,150
(04101) minuto de dios,(07505) leon xiii,78
(04101) minuto de dios,(07506) despensa,29
(04101) minuto de dios,(08000) portal tunal,300
(04101) minuto de dios,(08001) parque el tunal,16
(04101) minuto de dios,(08002) biblioteca,22
(04101) minuto de dios,(09000) cabecera usme,171
(04101) minuto de dios,(09001) molinos,104
(04101) minuto de dios,(09002) consuelo,15
(04101) minuto de dios,(09003) socorro,15
(04101) minuto de dios,(09004) santa lucía,84
(04101) minuto de dios,(09100) calle 40 sur,91
(04101) minuto de dios,(09101) quiroga,14
(04101) minuto de dios,(09103) olaya,42
(04101) minuto de dios,(09104) restrepo,76
(04101) minuto de dios,(09105) río fucha,72
(04101) minuto de dios,(09106) nariño,43
(04101) minuto de dios,(09107) hortúa,41
(04101) minuto de dios,(09108) hospital,4
(04101) minuto de dios,(09109) tercer milenio,29
(04101) minuto de dios,(09110) avenida jimenez,194
(04101) minuto de dios,(09111) calle 19,85
(04101) minuto de dios,(09113) calle 22,34
(04101) minuto de dios,(09115) calle 34,214
(04101) minuto de dios,(09116) avenida 39,171
(04101) minuto de dios,(09117) calle 45,225
(04101) minuto de dios,(09119) calle 57,301
(04101) minuto de dios,(09120) calle 63,200
(04101) minuto de dios,(09121) flores – areandina,256
(04101) minuto de dios,(09122) calle 72,4
(04101) minuto de dios,(09123) calle 76 - san felipe,420
(04101) minuto de dios,(10000) portal 20 de julio,235
(04101) minuto de dios,(10001) country sur,65
(04101) minuto de dios,(10002) av. primero de mayo,117
(04101) minuto de dios,(10003) ciudad jardín,15
(04101) minuto de dios,(10004) policarpa,8
(04101) minuto de dios,(10005) bicentenario,41
(04101) minuto de dios,(10006) san victorino - neos centro,50
(04101) minuto de dios,(10007) las nieves,20
(04101) minuto de dios,(10008) san diego,5
(04101) minuto de dios,(10009) museo nacional,54
(04101) minuto de dios,(10010) san bernardo,46
(04101) minuto de dios,(12000) puente aranda,24
(04101) minuto de dios,(12001) carrera 43 - comapan,14
(04101) minuto de dios,(12002) cds - carrera 32,10
(04101) minuto de dios,(12003) ricaurte,13
(04101) minuto de dios,(12004) carrera 22,18
(04101) minuto de dios,(12007) zona industrial,45
(04101) minuto de dios,(14001) la sabana,26
(04101) minuto de dios,(14005) las aguas - centro colombo americano,240
(04101) minuto de dios,(50008) corral portal dorado,9
(04101) minuto de dios,(57503) ampliacion san mateo,55
(04102) avenida boyaca,(04103) las ferias,34
(04102) avenida boyaca,(04104) avenida 68,324
(04102) avenida boyaca,(04105) carrera 53,154
(04102) avenida boyaca,(04106) carrera 47,150
(04102) avenida boyaca,(04107) escuela militar,59
(04102) avenida boyaca,(04108) el polo,324
(04102) avenida boyaca,(05000) portal américas,466
(04102) avenida boyaca,(05002) tintal,94
(04102) avenida boyaca,(05005) transversal 86,32
(04102) avenida boyaca,(05100) banderas p. central,119
(04102) avenida boyaca,(05101) mandalay - cr.73,6
(04102) avenida boyaca,(05102) av. américas - av. boyacá,28
(04102) avenida boyaca,(05103) marsella,28
(04102) avenida boyaca,(05105) pradera – plaza central,50
(04102) avenida boyaca,(05107) américas - cr.53,33
(04102) avenida boyaca,(06000) portal eldorado,53
(04102) avenida boyaca,(06001) modelia,18
(04102) avenida boyaca,(06002) normandía,11
(04102) avenida boyaca,(06100) av. rojas,11
(04102) avenida boyaca,(06101) el tiempo - camara de comercio de bogota,36
(04102) avenida boyaca,(06102) salitre el greco,32
(04102) avenida boyaca,(06103) can,49
(04102) avenida boyaca,(06104) gobernación,17
(04102) avenida boyaca,(06105) quinta paredes,4
(04102) avenida boyaca,(06106) recinto ferial,36
(04102) avenida boyaca,(06107) ciudad universitaria - loteria de bogota,28
(04102) avenida boyaca,(06108) concejo de bogotá,8
(04102) avenida boyaca,(06109) centro memoria,24
(04102) avenida boyaca,(06111) universidades – cityu,222
(04102) avenida boyaca,(07000) portal sur jfk coop. financiera,660
(04102) avenida boyaca,(07001) perdomo,73
(04102) avenida boyaca,(07002) madelena,90
(04102) avenida boyaca,(07003) sevillana,62
(04102) avenida boyaca,(07004) venecia,64
(04102) avenida boyaca,(07005) alqueria,61
(04102) avenida boyaca,(07006) general santander,130
(04102) avenida boyaca,(07007) nqs - calle 38a sur,69
(04102) avenida boyaca,(07008) nqs - calle 30 sur,58
(04102) avenida boyaca,(07010) bosa,76
(04102) avenida boyaca,(07101) castellana,12
(04102) avenida boyaca,(07102) calle 75 - zona m,78
(04102) avenida boyaca,(07103) av. chile,151
(04102) avenida boyaca,(07104) 7 de agosto,96
(04102) avenida boyaca,(07105) movistar arena,69
(04102) avenida boyaca,(07106) el campin,139
(04102) avenida boyaca,(07107) u. nacional,260
(04102) avenida boyaca,(07108) av. el dorado,98
(04102) avenida boyaca,(07109) cad,117
(04102) avenida boyaca,(07110) paloquemao,133
(04102) avenida boyaca,(07111) nqs - ricaurte,89
(04102) avenida boyaca,(07112) comuneros,100
(04102) avenida boyaca,(07113) santa isabel,227
(04102) avenida boyaca,(07200) tygua-san josé,40
(04102) avenida boyaca,(07201) guatoque -veraguas,39
(04102) avenida boyaca,(07503) san mateo - c.c. unisur,231
(04102) avenida boyaca,(07504) terreros,186
(04102) avenida boyaca,(07505) leon xiii,95
(04102) avenida boyaca,(07506) despensa,26
(04102) avenida boyaca,(08000) portal tunal,278
(04102) avenida boyaca,(08001) parque el tunal,16
(04102) avenida boyaca,(08002) biblioteca,21
(04102) avenida boyaca,(09000) cabecera usme,362
(04102) avenida boyaca,(09001) molinos,149
(04102) avenida boyaca,(09002) consuelo,47
(04102) avenida boyaca,(09003) socorro,17
(04102) avenida boyaca,(09004) santa lucía,95
(04102) avenida boyaca,(09100) calle 40 sur,90
(04102) avenida boyaca,(09101) quiroga,36
(04102) avenida boyaca,(09103) olaya,50
(04102) avenida boyaca,(09104) restrepo,151
(04102) avenida boyaca,(09105) río fucha,55
(04102) avenida boyaca,(09106) nariño,51
(04102) avenida boyaca,(09107) hortúa,45
(04102) avenida boyaca,(09108) hospital,6
(04102) avenida boyaca,(09109) tercer milenio,23
(04102) avenida boyaca,(09110) avenida jimenez,288
(04102) avenida boyaca,(09111) calle 19,133
(04102) avenida boyaca,(09113) calle 22,39
(04102) avenida boyaca,(09115) calle 34,393
(04102) avenida boyaca,(09116) avenida 39,87
(04102) avenida boyaca,(09117) calle 45,469
(04102) avenida boyaca,(09119) calle 57,291
(04102) avenida boyaca,(09120) calle 63,328
(04102) avenida boyaca,(09121) flores – areandina,387
(04102) avenida boyaca,(09122) calle 72,6
(04102) avenida boyaca,(09123) calle 76 - san felipe,428
(04102) avenida boyaca,(10000) portal 20 de julio,298
(04102) avenida boyaca,(10001) country sur,73
(04102) avenida boyaca,(10002) av. primero de mayo,155
(04102) avenida boyaca,(10003) ciudad jardín,15
(04102) avenida boyaca,(10004) policarpa,14
(04102) avenida boyaca,(10005) bicentenario,35
(04102) avenida boyaca,(10006) san victorino - neos centro,76
(04102) avenida boyaca,(10007) las nieves,21
(04102) avenida boyaca,(10008) san diego,15
(04102) avenida boyaca,(10009) museo nacional,46
(04102) avenida boyaca,(10010) san bernardo,52
(04102) avenida boyaca,(12000) puente aranda,13
(04102) avenida boyaca,(12001) carrera 43 - comapan,12
(04102) avenida boyaca,(12002) cds - carrera 32,6
(04102) avenida boyaca,(12003) ricaurte,6
(04102) avenida boyaca,(12004) carrera 22,26
(04102) avenida boyaca,(12007) zona industrial,33
(04102) avenida boyaca,(14001) la sabana,22
(04102) avenida boyaca,(14005) las aguas - centro colombo americano,237
(04102) avenida boyaca,(50003) corral molinos,1
(04102) avenida boyaca,(50008) corral portal dorado,39
(04102) avenida boyaca,(57503) ampliacion san mateo,79
(04103) las ferias,(04104) avenida 68,53
(04103) las ferias,(04105) carrera 53,18
(04103) las ferias,(04106) carrera 47,30
(04103) las ferias,(04107) escuela militar,21
(04103) las ferias,(04108) el polo,117
(04103) las ferias,(05000) portal américas,241
(04103) las ferias,(05002) tintal,46
(04103) las ferias,(05005) transversal 86,17
(04103) las ferias,(05100) banderas p. central,62
(04103) las ferias,(05101) mandalay - cr.73,1
(04103) las ferias,(05102) av. américas - av. boyacá,9
(04103) las ferias,(05103) marsella,7
(04103) las ferias,(05105) pradera – plaza central,16
(04103) las ferias,(05107) américas - cr.53,12
(04103) las ferias,(06000) portal eldorado,19
(04103) las ferias,(06001) modelia,7
(04103) las ferias,(06002) normandía,4
(04103) las ferias,(06100) av. rojas,4
(04103) las ferias,(06101) el tiempo - camara de comercio de bogota,5
(04103) las ferias,(06102) salitre el greco,6
(04103) las ferias,(06103) can,11
(04103) las ferias,(06104) gobernación,7
(04103) las ferias,(06105) quinta paredes,1
(04103) las ferias,(06106) recinto ferial,5
(04103) las ferias,(06107) ciudad universitaria - loteria de bogota,12
(04103) las ferias,(06109) centro memoria,8
(04103) las ferias,(06111) universidades – cityu,99
(04103) las ferias,(07000) portal sur jfk coop. financiera,240
(04103) las ferias,(07001) perdomo,20
(04103) las ferias,(07002) madelena,24
(04103) las ferias,(07003) sevillana,17
(04103) las ferias,(07004) venecia,25
(04103) las ferias,(07005) alqueria,24
(04103) las ferias,(07006) general santander,32
(04103) las ferias,(07007) nqs - calle 38a sur,13
(04103) las ferias,(07008) nqs - calle 30 sur,15
(04103) las ferias,(07010) bosa,25
(04103) las ferias,(07101) castellana,3
(04103) las ferias,(07102) calle 75 - zona m,23
(04103) las ferias,(07103) av. chile,42
(04103) las ferias,(07104) 7 de agosto,31
(04103) las ferias,(07105) movistar arena,24
(04103) las ferias,(07106) el campin,57
(04103) las ferias,(07107) u. nacional,49
(04103) las ferias,(07108) av. el dorado,15
(04103) las ferias,(07109) cad,41
(04103) las ferias,(07110) paloquemao,39
(04103) las ferias,(07111) nqs - ricaurte,48
(04103) las ferias,(07112) comuneros,36
(04103) las ferias,(07113) santa isabel,61
(04103) las ferias,(07200) tygua-san josé,11
(04103) las ferias,(07201) guatoque -veraguas,12
(04103) las ferias,(07503) san mateo - c.c. unisur,103
(04103) las ferias,(07504) terreros,81
(04103) las ferias,(07505) leon xiii,46
(04103) las ferias,(07506) despensa,14
(04103) las ferias,(08000) portal tunal,159
(04103) las ferias,(08001) parque el tunal,11
(04103) las ferias,(08002) biblioteca,6
(04103) las ferias,(09000) cabecera usme,190
(04103) las ferias,(09001) molinos,85
(04103) las ferias,(09002) consuelo,20
(04103) las ferias,(09003) socorro,11
(04103) las ferias,(09004) santa lucía,53
(04103) las ferias,(09100) calle 40 sur,42
(04103) las ferias,(09101) quiroga,14
(04103) las ferias,(09103) olaya,23
(04103) las ferias,(09104) restrepo,74
(04103) las ferias,(09105) río fucha,14
(04103) las ferias,(09106) nariño,11
(04103) las ferias,(09107) hortúa,21
(04103) las ferias,(09108) hospital,2
(04103) las ferias,(09109) tercer milenio,5
(04103) las ferias,(09110) avenida jimenez,167
(04103) las ferias,(09111) calle 19,67
(04103) las ferias,(09113) calle 22,17
(04103) las ferias,(09115) calle 34,146
(04103) las ferias,(09116) avenida 39,35
(04103) las ferias,(09117) calle 45,173
(04103) las ferias,(09119) calle 57,111
(04103) las ferias,(09120) calle 63,117
(04103) las ferias,(09121) flores – areandina,175
(04103) las ferias,(09122) calle 72,1
(04103) las ferias,(09123) calle 76 - san felipe,156
(04103) las ferias,(10000) portal 20 de julio,143
(04103) las ferias,(10001) country sur,32
(04103) las ferias,(10002) av. primero de mayo,70
(04103) las ferias,(10003) ciudad jardín,1
(04103) las ferias,(10004) policarpa,8
(04103) las ferias,(10005) bicentenario,20
(04103) las ferias,(10006) san victorino - neos centro,21
(04103) las ferias,(10007) las nieves,6
(04103) las ferias,(10008) san diego,3
(04103) las ferias,(10009) museo nacional,19
(04103) las ferias,(10010) san bernardo,20
(04103) las ferias,(12000) puente aranda,10
(04103) las ferias,(12001) carrera 43 - comapan,8
(04103) las ferias,(12002) cds - carrera 32,1
(04103) las ferias,(12003) ricaurte,2
(04103) las ferias,(12004) carrera 22,9
(04103) las ferias,(12007) zona industrial,8
(04103) las ferias,(14001) la sabana,19
(04103) las ferias,(14005) las aguas - centro colombo americano,73
(04103) las ferias,(50003) corral molinos,1
(04103) las ferias,(50008) corral portal dorado,5
(04103) las ferias,(57503) ampliacion san mateo,35
(04104) avenida 68,(04105) carrera 53,24
(04104) avenida 68,(04106) carrera 47,35
(04104) avenida 68,(04107) escuela militar,28
(04104) avenida 68,(04108) el polo,195
(04104) avenida 68,(05000) portal américas,810
(04104) avenida 68,(05002) tintal,127
(04104) avenida 68,(05005) transversal 86,63
(04104) avenida 68,(05100) banderas p. central,181
(04104) avenida 68,(05101) mandalay - cr.73,7
(04104) avenida 68,(05102) av. américas - av. boyacá,18
(04104) avenida 68,(05103) marsella,21
(04104) avenida 68,(05105) pradera – plaza central,31
(04104) avenida 68,(05107) américas - cr.53,34
(04104) avenida 68,(06000) portal eldorado,69
(04104) avenida 68,(06001) modelia,23
(04104) avenida 68,(06002) normandía,12
(04104) avenida 68,(06100) av. rojas,17
(04104) avenida 68,(06101) el tiempo - camara de comercio de bogota,15
(04104) avenida 68,(06102) salitre el greco,14
(04104) avenida 68,(06103) can,13
(04104) avenida 68,(06104) gobernación,14
(04104) avenida 68,(06105) quinta paredes,18
(04104) avenida 68,(06106) recinto ferial,30
(04104) avenida 68,(06107) ciudad universitaria - loteria de bogota,19
(04104) avenida 68,(06108) concejo de bogotá,7
(04104) avenida 68,(06109) centro memoria,18
(04104) avenida 68,(06111) universidades – cityu,174
(04104) avenida 68,(07000) portal sur jfk coop. financiera,894
(04104) avenida 68,(07001) perdomo,94
(04104) avenida 68,(07002) madelena,113
(04104) avenida 68,(07003) sevillana,82
(04104) avenida 68,(07004) venecia,59
(04104) avenida 68,(07005) alqueria,27
(04104) avenida 68,(07006) general santander,90
(04104) avenida 68,(07007) nqs - calle 38a sur,81
(04104) avenida 68,(07008) nqs - calle 30 sur,66
(04104) avenida 68,(07010) bosa,142
(04104) avenida 68,(07101) castellana,12
(04104) avenida 68,(07102) calle 75 - zona m,31
(04104) avenida 68,(07103) av. chile,69
(04104) avenida 68,(07104) 7 de agosto,68
(04104) avenida 68,(07105) movistar arena,54
(04104) avenida 68,(07106) el campin,138
(04104) avenida 68,(07107) u. nacional,228
(04104) avenida 68,(07108) av. el dorado,76
(04104) avenida 68,(07109) cad,101
(04104) avenida 68,(07110) paloquemao,100
(04104) avenida 68,(07111) nqs - ricaurte,98
(04104) avenida 68,(07112) comuneros,72
(04104) avenida 68,(07113) santa isabel,185
(04104) avenida 68,(07200) tygua-san josé,33
(04104) avenida 68,(07201) guatoque -veraguas,53
(04104) avenida 68,(07503) san mateo - c.c. unisur,378
(04104) avenida 68,(07504) terreros,328
(04104) avenida 68,(07505) leon xiii,170
(04104) avenida 68,(07506) despensa,37
(04104) avenida 68,(08000) portal tunal,451
(04104) avenida 68,(08001) parque el tunal,18
(04104) avenida 68,(08002) biblioteca,22
(04104) avenida 68,(09000) cabecera usme,496
(04104) avenida 68,(09001) molinos,235
(04104) avenida 68,(09002) consuelo,55
(04104) avenida 68,(09003) socorro,22
(04104) avenida 68,(09004) santa lucía,188
(04104) avenida 68,(09100) calle 40 sur,145
(04104) avenida 68,(09101) quiroga,51
(04104) avenida 68,(09103) olaya,89
(04104) avenida 68,(09104) restrepo,146
(04104) avenida 68,(09105) río fucha,105
(04104) avenida 68,(09106) nariño,50
(04104) avenida 68,(09107) hortúa,56
(04104) avenida 68,(09108) hospital,8
(04104) avenida 68,(09109) tercer milenio,22
(04104) avenida 68,(09110) avenida jimenez,264
(04104) avenida 68,(09111) calle 19,124
(04104) avenida 68,(09113) calle 22,40
(04104) avenida 68,(09115) calle 34,277
(04104) avenida 68,(09116) avenida 39,69
(04104) avenida 68,(09117) calle 45,312
(04104) avenida 68,(09119) calle 57,190
(04104) avenida 68,(09120) calle 63,208
(04104) avenida 68,(09121) flores – areandina,211
(04104) avenida 68,(09123) calle 76 - san felipe,283
(04104) avenida 68,(10000) portal 20 de julio,525
(04104) avenida 68,(10001) country sur,129
(04104) avenida 68,(10002) av. primero de mayo,242
(04104) avenida 68,(10003) ciudad jardín,23
(04104) avenida 68,(10004) policarpa,29
(04104) avenida 68,(10005) bicentenario,33
(04104) avenida 68,(10006) san victorino - neos centro,72
(04104) avenida 68,(10007) las nieves,29
(04104) avenida 68,(10008) san diego,11
(04104) avenida 68,(10009) museo nacional,60
(04104) avenida 68,(10010) san bernardo,59
(04104) avenida 68,(12000) puente aranda,19
(04104) avenida 68,(12001) carrera 43 - comapan,18
(04104) avenida 68,(12002) cds - carrera 32,6
(04104) avenida 68,(12003) ricaurte,17
(04104) avenida 68,(12004) carrera 22,19
(04104) avenida 68,(12007) zona industrial,34
(04104) avenida 68,(14001) la sabana,28
(04104) avenida 68,(14005) las aguas - centro colombo americano,140
(04104) avenida 68,(50003) corral molinos,1
(04104) avenida 68,(50008) corral portal dorado,33
(04104) avenida 68,(57503) ampliacion san mateo,150
(04105) carrera 53,(04106) carrera 47,21
(04105) carrera 53,(04107) escuela militar,13
(04105) carrera 53,(04108) el polo,114
(04105) carrera 53,(05000) portal américas,256
(04105) carrera 53,(05002) tintal,38
(04105) carrera 53,(05005) transversal 86,34
(04105) carrera 53,(05100) banderas p. central,71
(04105) carrera 53,(05101) mandalay - cr.73,4
(04105) carrera 53,(05102) av. américas - av. boyacá,4
(04105) carrera 53,(05103) marsella,5
(04105) carrera 53,(05105) pradera – plaza central,9
(04105) carrera 53,(05107) américas - cr.53,11
(04105) carrera 53,(06000) portal eldorado,23
(04105) carrera 53,(06001) modelia,8
(04105) carrera 53,(06002) normandía,4
(04105) carrera 53,(06100) av. rojas,5
(04105) carrera 53,(06101) el tiempo - camara de comercio de bogota,6
(04105) carrera 53,(06102) salitre el greco,5
(04105) carrera 53,(06104) gobernación,6
(04105) carrera 53,(06105) quinta paredes,4
(04105) carrera 53,(06106) recinto ferial,9
(04105) carrera 53,(06107) ciudad universitaria - loteria de bogota,5
(04105) carrera 53,(06108) concejo de bogotá,2
(04105) carrera 53,(06109) centro memoria,5
(04105) carrera 53,(06111) universidades – cityu,113
(04105) carrera 53,(07000) portal sur jfk coop. financiera,264
(04105) carrera 53,(07001) perdomo,31
(04105) carrera 53,(07002) madelena,42
(04105) carrera 53,(07003) sevillana,25
(04105) carrera 53,(07004) venecia,17
(04105) carrera 53,(07005) alqueria,16
(04105) carrera 53,(07006) general santander,23
(04105) carrera 53,(07007) nqs - calle 38a sur,22
(04105) carrera 53,(07008) nqs - calle 30 sur,21
(04105) carrera 53,(07010) bosa,36
(04105) carrera 53,(07101) castellana,10
(04105) carrera 53,(07102) calle 75 - zona m,11
(04105) carrera 53,(07103) av. chile,26
(04105) carrera 53,(07104) 7 de agosto,33
(04105) carrera 53,(07105) movistar arena,37
(04105) carrera 53,(07106) el campin,52
(04105) carrera 53,(07107) u. nacional,73
(04105) carrera 53,(07108) av. el dorado,32
(04105) carrera 53,(07109) cad,46
(04105) carrera 53,(07110) paloquemao,57
(04105) carrera 53,(07111) nqs - ricaurte,32
(04105) carrera 53,(07112) comuneros,22
(04105) carrera 53,(07113) santa isabel,68
(04105) carrera 53,(07200) tygua-san josé,13
(04105) carrera 53,(07201) guatoque -veraguas,7
(04105) carrera 53,(07503) san mateo - c.c. unisur,95
(04105) carrera 53,(07504) terreros,87
(04105) carrera 53,(07505) leon xiii,27
(04105) carrera 53,(07506) despensa,6
(04105) carrera 53,(08000) portal tunal,98
(04105) carrera 53,(08001) parque el tunal,13
(04105) carrera 53,(08002) biblioteca,8
(04105) carrera 53,(09000) cabecera usme,109
(04105) carrera 53,(09001) molinos,48
(04105) carrera 53,(09002) consuelo,15
(04105) carrera 53,(09003) socorro,6
(04105) carrera 53,(09004) santa lucía,45
(04105) carrera 53,(09100) calle 40 sur,34
(04105) carrera 53,(09101) quiroga,9
(04105) carrera 53,(09103) olaya,21
(04105) carrera 53,(09104) restrepo,44
(04105) carrera 53,(09105) río fucha,32
(04105) carrera 53,(09106) nariño,25
(04105) carrera 53,(09107) hortúa,24
(04105) carrera 53,(09108) hospital,4
(04105) carrera 53,(09109) tercer milenio,12
(04105) carrera 53,(09110) avenida jimenez,121
(04105) carrera 53,(09111) calle 19,55
(04105) carrera 53,(09113) calle 22,23
(04105) carrera 53,(09115) calle 34,99
(04105) carrera 53,(09116) avenida 39,42
(04105) carrera 53,(09117) calle 45,112
(04105) carrera 53,(09119) calle 57,147
(04105) carrera 53,(09120) calle 63,115
(04105) carrera 53,(09121) flores – areandina,107
(04105) carrera 53,(09123) calle 76 - san felipe,194
(04105) carrera 53,(10000) portal 20 de julio,127
(04105) carrera 53,(10001) country sur,20
(04105) carrera 53,(10002) av. primero de mayo,67
(04105) carrera 53,(10003) ciudad jardín,8
(04105) carrera 53,(10004) policarpa,13
(04105) carrera 53,(10005) bicentenario,14
(04105) carrera 53,(10006) san victorino - neos centro,29
(04105) carrera 53,(10007) las nieves,10
(04105) carrera 53,(10008) san diego,4
(04105) carrera 53,(10009) museo nacional,22
(04105) carrera 53,(10010) san bernardo,23
(04105) carrera 53,(12000) puente aranda,6
(04105) carrera 53,(12001) carrera 43 - comapan,4
(04105) carrera 53,(12002) cds - carrera 32,5
(04105) carrera 53,(12003) ricaurte,10
(04105) carrera 53,(12004) carrera 22,9
(04105) carrera 53,(12007) zona industrial,14
(04105) carrera 53,(14001) la sabana,10
(04105) carrera 53,(14005) las aguas - centro colombo americano,92
(04105) carrera 53,(50008) corral portal dorado,3
(04105) carrera 53,(57503) ampliacion san mateo,36
(04106) carrera 47,(04107) escuela militar,12
(04106) carrera 47,(04108) el polo,31
(04106) carrera 47,(05000) portal américas,201
(04106) carrera 47,(05002) tintal,40
(04106) carrera 47,(05005) transversal 86,16
(04106) carrera 47,(05100) banderas p. central,80
(04106) carrera 47,(05101) mandalay - cr.73,5
(04106) carrera 47,(05102) av. américas - av. boyacá,11
(04106) carrera 47,(05103) marsella,10
(04106) carrera 47,(05105) pradera – plaza central,18
(04106) carrera 47,(05107) américas - cr.53,10
(04106) carrera 47,(06000) portal eldorado,31
(04106) carrera 47,(06001) modelia,8
(04106) carrera 47,(06002) normandía,6
(04106) carrera 47,(06100) av. rojas,8
(04106) carrera 47,(06101) el tiempo - camara de comercio de bogota,22
(04106) carrera 47,(06102) salitre el greco,7
(04106) carrera 47,(06103) can,9
(04106) carrera 47,(06104) gobernación,8
(04106) carrera 47,(06105) quinta paredes,6
(04106) carrera 47,(06106) recinto ferial,11
(04106) carrera 47,(06107) ciudad universitaria - loteria de bogota,5
(04106) carrera 47,(06108) concejo de bogotá,1
(04106) carrera 47,(06109) centro memoria,1
(04106) carrera 47,(06111) universidades – cityu,97
(04106) carrera 47,(07000) portal sur jfk coop. financiera,229
(04106) carrera 47,(07001) perdomo,24
(04106) carrera 47,(07002) madelena,27
(04106) carrera 47,(07003) sevillana,29
(04106) carrera 47,(07004) venecia,17
(04106) carrera 47,(07005) alqueria,35
(04106) carrera 47,(07006) general santander,31
(04106) carrera 47,(07007) nqs - calle 38a sur,18
(04106) carrera 47,(07008) nqs - calle 30 sur,15
