Source,Target,Weight
(04105) carrera 53,(10008) san diego,10
(04105) carrera 53,(10009) museo nacional - fng,22
(04105) carrera 53,(10010) san bernardo,18
(04105) carrera 53,(12000) puente aranda,4
(04105) carrera 53,(12001) carrera 43 - comapan,3
(04105) carrera 53,(12002) cds - carrera 32,3
(04105) carrera 53,(12003) ricaurte,13
(04105) carrera 53,(12004) carrera 22,13
(04105) carrera 53,(12007) zona industrial,7
(04105) carrera 53,(14001) la sabana,14
(04105) carrera 53,(14004) museo del oro,61
(04105) carrera 53,(14005) las aguas - centro colombo americano,86
(04105) carrera 53,(50008) corral portal dorado,5
(04105) carrera 53,(57503) ampliacion san mateo,30
(04106) carrera 47,(04107) escuela militar,5
(04106) carrera 47,(04108) polo – fincomercio,58
(04106) carrera 47,(05000) portal américas,197
(04106) carrera 47,(05002) tintal,28
(04106) carrera 47,(05005) transversal 86,26
(04106) carrera 47,(05100) banderas p. central,86
(04106) carrera 47,(05101) mandalay - cr.73,3
(04106) carrera 47,(05102) av. américas - av. boyacá,15
(04106) carrera 47,(05103) marsella,14
(04106) carrera 47,(05105) pradera – plaza central,14
(04106) carrera 47,(05107) américas - cr.53,11
(04106) carrera 47,(06000) portal el dorado - c.c. nuestro bogota,23
(04106) carrera 47,(06001) modelia,11
(04106) carrera 47,(06002) normandía,5
(04106) carrera 47,(06100) av. rojas – unisalesiana,8
(04106) carrera 47,(06101) el tiempo - camara de comercio de bogota,10
(04106) carrera 47,(06102) salitre el greco,15
(04106) carrera 47,(06103) can - british council,7
(04106) carrera 47,(06104) gobernación,8
(04106) carrera 47,(06105) quinta paredes,4
(04106) carrera 47,(06106) recinto ferial,34
(04106) carrera 47,(06107) ciudad universitaria - loteria de bogota,7
(04106) carrera 47,(06109) centro memoria,6
(04106) carrera 47,(06111) universidades – cityu,153
(04106) carrera 47,(07000) portal sur jfk coop. financiera,267
(04106) carrera 47,(07001) perdomo,20
(04106) carrera 47,(07002) madelena,30
(04106) carrera 47,(07003) sevillana,25
(04106) carrera 47,(07004) venecia,16
(04106) carrera 47,(07005) alqueria,29
(04106) carrera 47,(07006) general santander,29
(04106) carrera 47,(07007) nqs - calle 38a sur,14
(04106) carrera 47,(07008) nqs - calle 30 sur,16
(04106) carrera 47,(07010) bosa,34
(04106) carrera 47,(07101) castellana,3
(04106) carrera 47,(07102) calle 75 - zona m,20
(04106) carrera 47,(07103) av. chile,26
(04106) carrera 47,(07104) 7 de agosto,24
(04106) carrera 47,(07105) movistar arena,18
(04106) carrera 47,(07106) el campin,47
(04106) carrera 47,(07107) u. nacional,96
(04106) carrera 47,(07108) av. el dorado,31
(04106) carrera 47,(07109) cad,53
(04106) carrera 47,(07110) paloquemao,56
(04106) carrera 47,(07111) nqs - ricaurte,26
(04106) carrera 47,(07112) comuneros,23
(04106) carrera 47,(07113) santa isabel,72
(04106) carrera 47,(07200) tygua-san josé,14
(04106) carrera 47,(07201) guatoque -veraguas,6
(04106) carrera 47,(07503) san mateo - c.c. unisur,128
(04106) carrera 47,(07504) terreros,81
(04106) carrera 47,(07505) leon xiii,38
(04106) carrera 47,(07506) despensa,14
(04106) carrera 47,(08000) portal tunal,97
(04106) carrera 47,(08001) parque el tunal,9
(04106) carrera 47,(08002) biblioteca,5
(04106) carrera 47,(09000) cabecera usme,110
(04106) carrera 47,(09001) molinos,29
(04106) carrera 47,(09002) consuelo,2
(04106) carrera 47,(09003) socorro,7
(04106) carrera 47,(09004) santa lucía,32
(04106) carrera 47,(09005) danubio,16
(04106) carrera 47,(09100) calle 40 sur,14
(04106) carrera 47,(09101) quiroga,9
(04106) carrera 47,(09103) olaya,19
(04106) carrera 47,(09104) restrepo,37
(04106) carrera 47,(09105) río fucha,16
(04106) carrera 47,(09106) nariño,13
(04106) carrera 47,(09107) hortúa,13
(04106) carrera 47,(09108) hospital,4
(04106) carrera 47,(09110) avenida jimenez,92
(04106) carrera 47,(09113) calle 22,26
(04106) carrera 47,(09115) calle 34 - fondo nacional de garantias,74
(04106) carrera 47,(09116) avenida 39,75
(04106) carrera 47,(09117) calle 45,67
(04106) carrera 47,(09119) calle 57,152
(04106) carrera 47,(09121) flores – areandina,134
(04106) carrera 47,(09123) calle 76 - san felipe,122
(04106) carrera 47,(10000) portal 20 de julio,98
(04106) carrera 47,(10001) country sur,27
(04106) carrera 47,(10002) av. primero de mayo,65
(04106) carrera 47,(10003) ciudad jardín,9
(04106) carrera 47,(10004) policarpa,8
(04106) carrera 47,(10005) bicentenario,13
(04106) carrera 47,(10006) san victorino - neos centro,41
(04106) carrera 47,(10007) las nieves,10
(04106) carrera 47,(10008) san diego,7
(04106) carrera 47,(10009) museo nacional - fng,30
(04106) carrera 47,(10010) san bernardo,22
(04106) carrera 47,(12000) puente aranda,6
(04106) carrera 47,(12001) carrera 43 - comapan,7
(04106) carrera 47,(12002) cds - carrera 32,1
(04106) carrera 47,(12003) ricaurte,5
(04106) carrera 47,(12004) carrera 22,5
(04106) carrera 47,(12007) zona industrial,11
(04106) carrera 47,(14001) la sabana,16
(04106) carrera 47,(14004) museo del oro,48
(04106) carrera 47,(14005) las aguas - centro colombo americano,83
(04106) carrera 47,(50008) corral portal dorado,7
(04106) carrera 47,(57503) ampliacion san mateo,27
(04107) escuela militar,(04108) polo – fincomercio,10
(04107) escuela militar,(05000) portal américas,61
(04107) escuela militar,(05002) tintal,8
(04107) escuela militar,(05005) transversal 86,7
(04107) escuela militar,(05100) banderas p. central,27
(04107) escuela militar,(05102) av. américas - av. boyacá,3
(04107) escuela militar,(05103) marsella,6
(04107) escuela militar,(05105) pradera – plaza central,8
(04107) escuela militar,(05107) américas - cr.53,7
(04107) escuela militar,(06000) portal el dorado - c.c. nuestro bogota,10
(04107) escuela militar,(06001) modelia,4
(04107) escuela militar,(06002) normandía,1
(04107) escuela militar,(06100) av. rojas – unisalesiana,2
(04107) escuela militar,(06101) el tiempo - camara de comercio de bogota,5
(04107) escuela militar,(06102) salitre el greco,6
(04107) escuela militar,(06103) can - british council,5
(04107) escuela militar,(06104) gobernación,1
(04107) escuela militar,(06106) recinto ferial,6
(04107) escuela militar,(06107) ciudad universitaria - loteria de bogota,2
(04107) escuela militar,(06111) universidades – cityu,45
(04107) escuela militar,(07000) portal sur jfk coop. financiera,84
(04107) escuela militar,(07001) perdomo,11
(04107) escuela militar,(07002) madelena,37
(04107) escuela militar,(07003) sevillana,3
(04107) escuela militar,(07004) venecia,12
(04107) escuela militar,(07005) alqueria,29
(04107) escuela militar,(07006) general santander,12
(04107) escuela militar,(07007) nqs - calle 38a sur,9
(04107) escuela militar,(07008) nqs - calle 30 sur,13
(04107) escuela militar,(07010) bosa,21
(04107) escuela militar,(07101) castellana,2
(04107) escuela militar,(07102) calle 75 - zona m,7
(04107) escuela militar,(07103) av. chile,12
(04107) escuela militar,(07104) 7 de agosto,3
(04107) escuela militar,(07105) movistar arena,10
(04107) escuela militar,(07106) el campin,7
(04107) escuela militar,(07107) u. nacional,13
(04107) escuela militar,(07108) av. el dorado,4
(04107) escuela militar,(07109) cad,7
(04107) escuela militar,(07110) paloquemao,16
(04107) escuela militar,(07111) nqs - ricaurte,5
(04107) escuela militar,(07112) comuneros,11
(04107) escuela militar,(07113) santa isabel,31
(04107) escuela militar,(07200) tygua-san josé,6
(04107) escuela militar,(07201) guatoque -veraguas,2
(04107) escuela militar,(07503) san mateo - c.c. unisur,43
(04107) escuela militar,(07504) terreros,41
(04107) escuela militar,(07505) leon xiii,11
(04107) escuela militar,(07506) despensa,6
(04107) escuela militar,(08000) portal tunal,59
(04107) escuela militar,(08001) parque el tunal,4
(04107) escuela militar,(09000) cabecera usme,38
(04107) escuela militar,(09001) molinos,12
(04107) escuela militar,(09003) socorro,3
(04107) escuela militar,(09004) santa lucía,9
(04107) escuela militar,(09005) danubio,5
(04107) escuela militar,(09100) calle 40 sur,13
(04107) escuela militar,(09101) quiroga,1
(04107) escuela militar,(09103) olaya,6
(04107) escuela militar,(09104) restrepo,10
(04107) escuela militar,(09105) río fucha,1
(04107) escuela militar,(09106) nariño,2
(04107) escuela militar,(09107) hortúa,6
(04107) escuela militar,(09110) avenida jimenez,34
(04107) escuela militar,(09113) calle 22,15
(04107) escuela militar,(09115) calle 34 - fondo nacional de garantias,24
(04107) escuela militar,(09116) avenida 39,20
(04107) escuela militar,(09117) calle 45,22
(04107) escuela militar,(09119) calle 57,73
(04107) escuela militar,(09121) flores – areandina,55
(04107) escuela militar,(09123) calle 76 - san felipe,36
(04107) escuela militar,(10000) portal 20 de julio,18
(04107) escuela militar,(10001) country sur,7
(04107) escuela militar,(10002) av. primero de mayo,17
(04107) escuela militar,(10003) ciudad jardín,1
(04107) escuela militar,(10004) policarpa,2
(04107) escuela militar,(10005) bicentenario,3
(04107) escuela militar,(10006) san victorino - neos centro,10
(04107) escuela militar,(10007) las nieves,6
(04107) escuela militar,(10009) museo nacional - fng,4
(04107) escuela militar,(10010) san bernardo,4
(04107) escuela militar,(12000) puente aranda,2
(04107) escuela militar,(12001) carrera 43 - comapan,2
(04107) escuela militar,(12002) cds - carrera 32,1
(04107) escuela militar,(12003) ricaurte,3
(04107) escuela militar,(12004) carrera 22,1
(04107) escuela militar,(12007) zona industrial,2
(04107) escuela militar,(14001) la sabana,4
(04107) escuela militar,(14004) museo del oro,10
(04107) escuela militar,(14005) las aguas - centro colombo americano,31
(04107) escuela militar,(50008) corral portal dorado,6
(04107) escuela militar,(57503) ampliacion san mateo,10
(04108) polo – fincomercio,(05000) portal américas,503
(04108) polo – fincomercio,(05002) tintal,190
(04108) polo – fincomercio,(05005) transversal 86,61
(04108) polo – fincomercio,(05100) banderas p. central,303
(04108) polo – fincomercio,(05101) mandalay - cr.73,13
(04108) polo – fincomercio,(05102) av. américas - av. boyacá,40
(04108) polo – fincomercio,(05103) marsella,39
(04108) polo – fincomercio,(05105) pradera – plaza central,30
(04108) polo – fincomercio,(05107) américas - cr.53,34
(04108) polo – fincomercio,(06000) portal el dorado - c.c. nuestro bogota,75
(04108) polo – fincomercio,(06001) modelia,38
(04108) polo – fincomercio,(06002) normandía,20
(04108) polo – fincomercio,(06100) av. rojas – unisalesiana,32
(04108) polo – fincomercio,(06101) el tiempo - camara de comercio de bogota,40
(04108) polo – fincomercio,(06102) salitre el greco,23
(04108) polo – fincomercio,(06103) can - british council,22
(04108) polo – fincomercio,(06104) gobernación,9
(04108) polo – fincomercio,(06105) quinta paredes,19
(04108) polo – fincomercio,(06106) recinto ferial,42
(04108) polo – fincomercio,(06107) ciudad universitaria - loteria de bogota,18
(04108) polo – fincomercio,(06108) concejo de bogotá,6
(04108) polo – fincomercio,(06109) centro memoria,15
(04108) polo – fincomercio,(06111) universidades – cityu,168
(04108) polo – fincomercio,(07000) portal sur jfk coop. financiera,424
(04108) polo – fincomercio,(07001) perdomo,53
(04108) polo – fincomercio,(07002) madelena,104
(04108) polo – fincomercio,(07003) sevillana,35
(04108) polo – fincomercio,(07004) venecia,69
(04108) polo – fincomercio,(07005) alqueria,75
(04108) polo – fincomercio,(07006) general santander,57
(04108) polo – fincomercio,(07007) nqs - calle 38a sur,46
(04108) polo – fincomercio,(07008) nqs - calle 30 sur,38
(04108) polo – fincomercio,(07010) bosa,78
(04108) polo – fincomercio,(07101) castellana,13
(04108) polo – fincomercio,(07102) calle 75 - zona m,32
(04108) polo – fincomercio,(07103) av. chile,39
(04108) polo – fincomercio,(07104) 7 de agosto,39
(04108) polo – fincomercio,(07105) movistar arena,36
(04108) polo – fincomercio,(07106) el campin,48
(04108) polo – fincomercio,(07107) u. nacional,67
(04108) polo – fincomercio,(07108) av. el dorado,16
(04108) polo – fincomercio,(07109) cad,64
(04108) polo – fincomercio,(07110) paloquemao,62
(04108) polo – fincomercio,(07111) nqs - ricaurte,27
(04108) polo – fincomercio,(07112) comuneros,90
(04108) polo – fincomercio,(07113) santa isabel,102
(04108) polo – fincomercio,(07200) tygua-san josé,18
(04108) polo – fincomercio,(07201) guatoque -veraguas,13
(04108) polo – fincomercio,(07503) san mateo - c.c. unisur,288
(04108) polo – fincomercio,(07504) terreros,205
(04108) polo – fincomercio,(07505) leon xiii,73
(04108) polo – fincomercio,(07506) despensa,30
(04108) polo – fincomercio,(08000) portal tunal,263
(04108) polo – fincomercio,(08001) parque el tunal,11
(04108) polo – fincomercio,(08002) biblioteca,20
(04108) polo – fincomercio,(09000) cabecera usme,490
(04108) polo – fincomercio,(09001) molinos,169
(04108) polo – fincomercio,(09002) consuelo,11
(04108) polo – fincomercio,(09003) socorro,11
(04108) polo – fincomercio,(09004) santa lucía,70
(04108) polo – fincomercio,(09005) danubio,43
(04108) polo – fincomercio,(09100) calle 40 sur,72
(04108) polo – fincomercio,(09101) quiroga,38
(04108) polo – fincomercio,(09103) olaya,41
(04108) polo – fincomercio,(09104) restrepo,122
(04108) polo – fincomercio,(09105) río fucha,21
(04108) polo – fincomercio,(09106) nariño,26
(04108) polo – fincomercio,(09107) hortúa,32
(04108) polo – fincomercio,(09108) hospital,5
(04108) polo – fincomercio,(09110) avenida jimenez,114
(04108) polo – fincomercio,(09113) calle 22,68
(04108) polo – fincomercio,(09115) calle 34 - fondo nacional de garantias,183
(04108) polo – fincomercio,(09116) avenida 39,51
(04108) polo – fincomercio,(09117) calle 45,189
(04108) polo – fincomercio,(09119) calle 57,228
(04108) polo – fincomercio,(09121) flores – areandina,217
(04108) polo – fincomercio,(09123) calle 76 - san felipe,97
(04108) polo – fincomercio,(10000) portal 20 de julio,223
(04108) polo – fincomercio,(10001) country sur,104
(04108) polo – fincomercio,(10002) av. primero de mayo,145
(04108) polo – fincomercio,(10003) ciudad jardín,14
(04108) polo – fincomercio,(10004) policarpa,7
(04108) polo – fincomercio,(10005) bicentenario,18
(04108) polo – fincomercio,(10006) san victorino - neos centro,36
(04108) polo – fincomercio,(10007) las nieves,24
(04108) polo – fincomercio,(10008) san diego,12
(04108) polo – fincomercio,(10009) museo nacional - fng,42
(04108) polo – fincomercio,(10010) san bernardo,33
(04108) polo – fincomercio,(12000) puente aranda,7
(04108) polo – fincomercio,(12001) carrera 43 - comapan,13
(04108) polo – fincomercio,(12002) cds - carrera 32,7
(04108) polo – fincomercio,(12003) ricaurte,11
(04108) polo – fincomercio,(12004) carrera 22,9
(04108) polo – fincomercio,(12007) zona industrial,17
(04108) polo – fincomercio,(14001) la sabana,20
(04108) polo – fincomercio,(14004) museo del oro,92
(04108) polo – fincomercio,(14005) las aguas - centro colombo americano,102
(04108) polo – fincomercio,(50003) corral molinos,1
(04108) polo – fincomercio,(50008) corral portal dorado,25
(04108) polo – fincomercio,(57503) ampliacion san mateo,83
(05000) portal américas,(05002) tintal,634
(05000) portal américas,(05005) transversal 86,546
(05000) portal américas,(05100) banderas p. central,2598
(05000) portal américas,(05101) mandalay - cr.73,401
(05000) portal américas,(05102) av. américas - av. boyacá,1628
(05000) portal américas,(05103) marsella,1859
(05000) portal américas,(05105) pradera – plaza central,6341
(05000) portal américas,(05107) américas - cr.53,3127
(05000) portal américas,(06000) portal el dorado - c.c. nuestro bogota,526
(05000) portal américas,(06001) modelia,113
(05000) portal américas,(06002) normandía,304
(05000) portal américas,(06100) av. rojas – unisalesiana,350
(05000) portal américas,(06101) el tiempo - camara de comercio de bogota,727
(05000) portal américas,(06102) salitre el greco,411
(05000) portal américas,(06103) can - british council,446
(05000) portal américas,(06104) gobernación,239
(05000) portal américas,(06105) quinta paredes,178
(05000) portal américas,(06106) recinto ferial,778
(05000) portal américas,(06107) ciudad universitaria - loteria de bogota,274
(05000) portal américas,(06108) concejo de bogotá,51
(05000) portal américas,(06109) centro memoria,322
(05000) portal américas,(06111) universidades – cityu,655
(05000) portal américas,(07000) portal sur jfk coop. financiera,172
(05000) portal américas,(07001) perdomo,30
(05000) portal américas,(07002) madelena,52
(05000) portal américas,(07003) sevillana,28
(05000) portal américas,(07004) venecia,107
(05000) portal américas,(07005) alqueria,117
(05000) portal américas,(07006) general santander,76
(05000) portal américas,(07007) nqs - calle 38a sur,288
(05000) portal américas,(07008) nqs - calle 30 sur,135
(05000) portal américas,(07010) bosa,65
(05000) portal américas,(07101) castellana,1965
(05000) portal américas,(07102) calle 75 - zona m,2066
(05000) portal américas,(07103) av. chile,1899
(05000) portal américas,(07104) 7 de agosto,1756
(05000) portal américas,(07105) movistar arena,886
(05000) portal américas,(07106) el campin,1391
(05000) portal américas,(07107) u. nacional,2040
(05000) portal américas,(07108) av. el dorado,736
(05000) portal américas,(07109) cad,1716
(05000) portal américas,(07110) paloquemao,775
(05000) portal américas,(07111) nqs - ricaurte,648
(05000) portal américas,(07112) comuneros,425
(05000) portal américas,(07113) santa isabel,379
(05000) portal américas,(07200) tygua-san josé,323
(05000) portal américas,(07201) guatoque -veraguas,141
(05000) portal américas,(07503) san mateo - c.c. unisur,96
(05000) portal américas,(07504) terreros,58
(05000) portal américas,(07505) leon xiii,48
(05000) portal américas,(07506) despensa,6
(05000) portal américas,(08000) portal tunal,217
(05000) portal américas,(08001) parque el tunal,21
(05000) portal américas,(08002) biblioteca,31
(05000) portal américas,(08100) portal tunal cable,2
(05000) portal américas,(09000) cabecera usme,241
(05000) portal américas,(09001) molinos,151
(05000) portal américas,(09002) consuelo,23
(05000) portal américas,(09003) socorro,23
(05000) portal américas,(09004) santa lucía,166
(05000) portal américas,(09005) danubio,77
(05000) portal américas,(09100) calle 40 sur,145
(05000) portal américas,(09101) quiroga,60
(05000) portal américas,(09103) olaya,178
(05000) portal américas,(09104) restrepo,267
(05000) portal américas,(09105) río fucha,234
(05000) portal américas,(09106) nariño,188
(05000) portal américas,(09107) hortúa,515
(05000) portal américas,(09108) hospital,179
(05000) portal américas,(09110) avenida jimenez,7712
(05000) portal américas,(09113) calle 22,893
(05000) portal américas,(09115) calle 34 - fondo nacional de garantias,2571
(05000) portal américas,(09116) avenida 39,1354
(05000) portal américas,(09117) calle 45,3865
(05000) portal américas,(09119) calle 57,3531
(05000) portal américas,(09121) flores – areandina,4479
(05000) portal américas,(09123) calle 76 - san felipe,4527
(05000) portal américas,(10000) portal 20 de julio,412
(05000) portal américas,(10001) country sur,127
(05000) portal américas,(10002) av. primero de mayo,260
(05000) portal américas,(10003) ciudad jardín,86
(05000) portal américas,(10004) policarpa,236
(05000) portal américas,(10005) bicentenario,178
(05000) portal américas,(10006) san victorino - neos centro,715
(05000) portal américas,(10007) las nieves,2146
(05000) portal américas,(10008) san diego,896
(05000) portal américas,(10009) museo nacional - fng,3360
(05000) portal américas,(10010) san bernardo,462
(05000) portal américas,(12000) puente aranda,855
(05000) portal américas,(12001) carrera 43 - comapan,1539
(05000) portal américas,(12002) cds - carrera 32,1814
(05000) portal américas,(12003) ricaurte,2372
(05000) portal américas,(12004) carrera 22,2598
(05000) portal américas,(12007) zona industrial,1773
(05000) portal américas,(14001) la sabana,2172
(05000) portal américas,(14004) museo del oro,4413
(05000) portal américas,(14005) las aguas - centro colombo americano,3580
(05000) portal américas,(50008) corral portal dorado,46
(05000) portal américas,(57503) ampliacion san mateo,45
(05002) tintal,(05005) transversal 86,66
(05002) tintal,(05100) banderas p. central,642
(05002) tintal,(05101) mandalay - cr.73,70
(05002) tintal,(05102) av. américas - av. boyacá,515
(05002) tintal,(05103) marsella,507
(05002) tintal,(05105) pradera – plaza central,1800
(05002) tintal,(05107) américas - cr.53,733
(05002) tintal,(06000) portal el dorado - c.c. nuestro bogota,75
(05002) tintal,(06001) modelia,19
(05002) tintal,(06002) normandía,38
(05002) tintal,(06100) av. rojas – unisalesiana,33
(05002) tintal,(06101) el tiempo - camara de comercio de bogota,102
(05002) tintal,(06102) salitre el greco,72
(05002) tintal,(06103) can - british council,85
(05002) tintal,(06104) gobernación,50
(05002) tintal,(06105) quinta paredes,31
(05002) tintal,(06106) recinto ferial,145
(05002) tintal,(06107) ciudad universitaria - loteria de bogota,76
(05002) tintal,(06108) concejo de bogotá,18
(05002) tintal,(06109) centro memoria,91
(05002) tintal,(06111) universidades – cityu,143
(05002) tintal,(07000) portal sur jfk coop. financiera,31
(05002) tintal,(07001) perdomo,5
(05002) tintal,(07002) madelena,22
(05002) tintal,(07003) sevillana,15
(05002) tintal,(07004) venecia,45
(05002) tintal,(07005) alqueria,28
(05002) tintal,(07006) general santander,24
(05002) tintal,(07007) nqs - calle 38a sur,100
(05002) tintal,(07008) nqs - calle 30 sur,44
(05002) tintal,(07010) bosa,12
(05002) tintal,(07101) castellana,756
(05002) tintal,(07102) calle 75 - zona m,299
(05002) tintal,(07103) av. chile,383
(05002) tintal,(07104) 7 de agosto,310
(05002) tintal,(07105) movistar arena,162
(05002) tintal,(07106) el campin,331
(05002) tintal,(07107) u. nacional,445
(05002) tintal,(07108) av. el dorado,167
(05002) tintal,(07109) cad,413
(05002) tintal,(07110) paloquemao,161
(05002) tintal,(07111) nqs - ricaurte,151
(05002) tintal,(07112) comuneros,82
(05002) tintal,(07113) santa isabel,79
(05002) tintal,(07200) tygua-san josé,79
(05002) tintal,(07201) guatoque -veraguas,30
(05002) tintal,(07503) san mateo - c.c. unisur,29
(05002) tintal,(07504) terreros,19
(05002) tintal,(07505) leon xiii,24
(05002) tintal,(07506) despensa,4
(05002) tintal,(08000) portal tunal,60
(05002) tintal,(08001) parque el tunal,8
(05002) tintal,(08002) biblioteca,12
(05002) tintal,(09000) cabecera usme,65
(05002) tintal,(09001) molinos,49
(05002) tintal,(09002) consuelo,3
(05002) tintal,(09003) socorro,7
(05002) tintal,(09004) santa lucía,39
(05002) tintal,(09005) danubio,29
(05002) tintal,(09100) calle 40 sur,47
(05002) tintal,(09101) quiroga,32
(05002) tintal,(09103) olaya,61
(05002) tintal,(09104) restrepo,111
(05002) tintal,(09105) río fucha,79
(05002) tintal,(09106) nariño,50
(05002) tintal,(09107) hortúa,126
(05002) tintal,(09108) hospital,55
(05002) tintal,(09110) avenida jimenez,2107
(05002) tintal,(09113) calle 22,254
(05002) tintal,(09115) calle 34 - fondo nacional de garantias,558
(05002) tintal,(09116) avenida 39,430
(05002) tintal,(09117) calle 45,830
(05002) tintal,(09119) calle 57,896
(05002) tintal,(09121) flores – areandina,1170
(05002) tintal,(09123) calle 76 - san felipe,845
(05002) tintal,(10000) portal 20 de julio,130
(05002) tintal,(10001) country sur,41
(05002) tintal,(10002) av. primero de mayo,97
(05002) tintal,(10003) ciudad jardín,41
(05002) tintal,(10004) policarpa,82
(05002) tintal,(10005) bicentenario,57
(05002) tintal,(10006) san victorino - neos centro,137
(05002) tintal,(10007) las nieves,584
(05002) tintal,(10008) san diego,232
(05002) tintal,(10009) museo nacional - fng,835
(05002) tintal,(10010) san bernardo,137
(05002) tintal,(12000) puente aranda,226
(05002) tintal,(12001) carrera 43 - comapan,323
(05002) tintal,(12002) cds - carrera 32,480
(05002) tintal,(12003) ricaurte,662
(05002) tintal,(12004) carrera 22,853
(05002) tintal,(12007) zona industrial,464
(05002) tintal,(14001) la sabana,525
(05002) tintal,(14004) museo del oro,1107
(05002) tintal,(14005) las aguas - centro colombo americano,798
(05002) tintal,(50008) corral portal dorado,9
(05002) tintal,(57503) ampliacion san mateo,14
(05005) transversal 86,(05100) banderas p. central,199
(05005) transversal 86,(05101) mandalay - cr.73,30
(05005) transversal 86,(05102) av. américas - av. boyacá,244
(05005) transversal 86,(05103) marsella,218
(05005) transversal 86,(05105) pradera – plaza central,576
(05005) transversal 86,(05107) américas - cr.53,328
(05005) transversal 86,(06000) portal el dorado - c.c. nuestro bogota,30
(05005) transversal 86,(06001) modelia,5
(05005) transversal 86,(06002) normandía,12
(05005) transversal 86,(06100) av. rojas – unisalesiana,16
(05005) transversal 86,(06101) el tiempo - camara de comercio de bogota,73
(05005) transversal 86,(06102) salitre el greco,46
(05005) transversal 86,(06103) can - british council,75
(05005) transversal 86,(06104) gobernación,43
(05005) transversal 86,(06105) quinta paredes,21
(05005) transversal 86,(06106) recinto ferial,66
(05005) transversal 86,(06107) ciudad universitaria - loteria de bogota,44
(05005) transversal 86,(06108) concejo de bogotá,5
(05005) transversal 86,(06109) centro memoria,37
(05005) transversal 86,(06111) universidades – cityu,103
(05005) transversal 86,(07000) portal sur jfk coop. financiera,26
(05005) transversal 86,(07001) perdomo,4
(05005) transversal 86,(07002) madelena,8
(05005) transversal 86,(07003) sevillana,6
(05005) transversal 86,(07004) venecia,9
(05005) transversal 86,(07005) alqueria,22
(05005) transversal 86,(07006) general santander,8
(05005) transversal 86,(07007) nqs - calle 38a sur,50
(05005) transversal 86,(07008) nqs - calle 30 sur,16
(05005) transversal 86,(07010) bosa,12
(05005) transversal 86,(07101) castellana,215
(05005) transversal 86,(07102) calle 75 - zona m,295
(05005) transversal 86,(07103) av. chile,295
(05005) transversal 86,(07104) 7 de agosto,192
(05005) transversal 86,(07105) movistar arena,125
(05005) transversal 86,(07106) el campin,196
(05005) transversal 86,(07107) u. nacional,453
(05005) transversal 86,(07108) av. el dorado,126
(05005) transversal 86,(07109) cad,228
(05005) transversal 86,(07110) paloquemao,86
(05005) transversal 86,(07111) nqs - ricaurte,75
(05005) transversal 86,(07112) comuneros,45
(05005) transversal 86,(07113) santa isabel,44
(05005) transversal 86,(07200) tygua-san josé,30
(05005) transversal 86,(07201) guatoque -veraguas,13
(05005) transversal 86,(07503) san mateo - c.c. unisur,19
(05005) transversal 86,(07504) terreros,8
(05005) transversal 86,(07505) leon xiii,7
(05005) transversal 86,(07506) despensa,3
(05005) transversal 86,(08000) portal tunal,23
(05005) transversal 86,(08001) parque el tunal,6
(05005) transversal 86,(08002) biblioteca,3
(05005) transversal 86,(09000) cabecera usme,34
(05005) transversal 86,(09001) molinos,18
(05005) transversal 86,(09002) consuelo,4
(05005) transversal 86,(09003) socorro,3
(05005) transversal 86,(09004) santa lucía,24
(05005) transversal 86,(09005) danubio,4
(05005) transversal 86,(09100) calle 40 sur,26
(05005) transversal 86,(09101) quiroga,17
(05005) transversal 86,(09103) olaya,20
(05005) transversal 86,(09104) restrepo,31
(05005) transversal 86,(09105) río fucha,40
(05005) transversal 86,(09106) nariño,24
(05005) transversal 86,(09107) hortúa,55
(05005) transversal 86,(09108) hospital,14
(05005) transversal 86,(09110) avenida jimenez,738
(05005) transversal 86,(09113) calle 22,72
(05005) transversal 86,(09115) calle 34 - fondo nacional de garantias,474
(05005) transversal 86,(09116) avenida 39,166
(05005) transversal 86,(09117) calle 45,703
(05005) transversal 86,(09119) calle 57,501
(05005) transversal 86,(09121) flores – areandina,429
(05005) transversal 86,(09123) calle 76 - san felipe,669
(05005) transversal 86,(10000) portal 20 de julio,60
(05005) transversal 86,(10001) country sur,19
(05005) transversal 86,(10002) av. primero de mayo,40
(05005) transversal 86,(10003) ciudad jardín,15
(05005) transversal 86,(10004) policarpa,25
(05005) transversal 86,(10005) bicentenario,26
(05005) transversal 86,(10006) san victorino - neos centro,67
(05005) transversal 86,(10007) las nieves,242
(05005) transversal 86,(10008) san diego,112
(05005) transversal 86,(10009) museo nacional - fng,405
(05005) transversal 86,(10010) san bernardo,48
(05005) transversal 86,(12000) puente aranda,92
(05005) transversal 86,(12001) carrera 43 - comapan,199
(05005) transversal 86,(12002) cds - carrera 32,151
(05005) transversal 86,(12003) ricaurte,315
(05005) transversal 86,(12004) carrera 22,297
(05005) transversal 86,(12007) zona industrial,159
(05005) transversal 86,(14001) la sabana,343
(05005) transversal 86,(14004) museo del oro,560
(05005) transversal 86,(14005) las aguas - centro colombo americano,393
(05005) transversal 86,(50008) corral portal dorado,1
(05005) transversal 86,(57503) ampliacion san mateo,9
(05100) banderas p. central,(05101) mandalay - cr.73,57
(05100) banderas p. central,(05102) av. américas - av. boyacá,538
(05100) banderas p. central,(05103) marsella,678
(05100) banderas p. central,(05105) pradera – plaza central,2266
