Source,Target,Weight
(02000) portal norte - unicervantes,(02001) centro comercial santa fe,454
(02000) portal norte - unicervantes,(02101) toberin - foundever,2175
(02000) portal norte - unicervantes,(02102) calle 161,592
(02000) portal norte - unicervantes,(02103) mazurén,1916
(02000) portal norte - unicervantes,(02105) calle 142,1619
(02000) portal norte - unicervantes,(02200) alcalá – colegio s. tomás dominicos,2288
(02000) portal norte - unicervantes,(02201) prado,1887
(02000) portal norte - unicervantes,(02202) calle 127 - l oreal paris,3476
(02000) portal norte - unicervantes,(02204) pepe sierra,2163
(02000) portal norte - unicervantes,(02205) calle 106 - explora maletas,2561
(02000) portal norte - unicervantes,(02300) calle 100 - marketmedios,9159
(02000) portal norte - unicervantes,(02302) virrey,2208
(02000) portal norte - unicervantes,(02303) calle 85 - gato dumas,2642
(02000) portal norte - unicervantes,(02304) heroes - gel hada,2874
(02000) portal norte - unicervantes,(02502) terminal,488
(02000) portal norte - unicervantes,(03000) portal suba,1024
(02000) portal norte - unicervantes,(03001) la campiña,81
(02000) portal norte - unicervantes,(03002) suba - tv- 91,348
(02000) portal norte - unicervantes,(03003) 21 angeles,50
(02000) portal norte - unicervantes,(03004) gratamira,13
(02000) portal norte - unicervantes,(03005) suba - av. boyaca,124
(02000) portal norte - unicervantes,(03006) niza - calle 127,246
(02000) portal norte - unicervantes,(03007) humedal cordoba,93
(02000) portal norte - unicervantes,(03009) av. suba- calle 116,410
(02000) portal norte - unicervantes,(03010) puente largo,190
(02000) portal norte - unicervantes,(03011) suba - calle 100,232
(02000) portal norte - unicervantes,(03012) suba - calle 95,233
(02000) portal norte - unicervantes,(03013) rio negro,178
(02000) portal norte - unicervantes,(03014) san martin,35
(02000) portal norte - unicervantes,(04000) cabecera calle 80,5380
(02000) portal norte - unicervantes,(04001) quirigua,257
(02000) portal norte - unicervantes,(04002) carrera 90,628
(02000) portal norte - unicervantes,(04003) avenida ciudad de cali,749
(02000) portal norte - unicervantes,(04004) la granja,478
(02000) portal norte - unicervantes,(04100) carrera 77,697
(02000) portal norte - unicervantes,(04101) minuto de dios,493
(02000) portal norte - unicervantes,(04102) avenida boyaca,772
(02000) portal norte - unicervantes,(04103) las ferias,217
(02000) portal norte - unicervantes,(04104) avenida 68,953
(02000) portal norte - unicervantes,(04105) carrera 53,685
(02000) portal norte - unicervantes,(04106) carrera 47,345
(02000) portal norte - unicervantes,(04107) escuela militar,69
(02000) portal norte - unicervantes,(04108) polo – fincomercio,439
(02000) portal norte - unicervantes,(05000) portal américas,5361
(02000) portal norte - unicervantes,(05002) tintal,1167
(02000) portal norte - unicervantes,(05005) transversal 86,450
(02000) portal norte - unicervantes,(05100) banderas p. central,2990
(02000) portal norte - unicervantes,(05101) mandalay - cr.73,96
(02000) portal norte - unicervantes,(05102) av. américas - av. boyacá,439
(02000) portal norte - unicervantes,(05103) marsella,837
(02000) portal norte - unicervantes,(05105) pradera – plaza central,921
(02000) portal norte - unicervantes,(05107) américas - cr.53,705
(02000) portal norte - unicervantes,(06000) portal el dorado - c.c. nuestro bogota,1020
(02000) portal norte - unicervantes,(06001) modelia,343
(02000) portal norte - unicervantes,(06002) normandía,241
(02000) portal norte - unicervantes,(06100) av. rojas – unisalesiana,468
(02000) portal norte - unicervantes,(06101) el tiempo - camara de comercio de bogota,818
(02000) portal norte - unicervantes,(06102) salitre el greco,579
(02000) portal norte - unicervantes,(06103) can - british council,652
(02000) portal norte - unicervantes,(06104) gobernación,369
(02000) portal norte - unicervantes,(06105) quinta paredes,271
(02000) portal norte - unicervantes,(06106) recinto ferial,1256
(02000) portal norte - unicervantes,(06107) ciudad universitaria - loteria de bogota,411
(02000) portal norte - unicervantes,(06108) concejo de bogotá,38
(02000) portal norte - unicervantes,(06109) centro memoria,136
(02000) portal norte - unicervantes,(06111) universidades – cityu,1426
(02000) portal norte - unicervantes,(07000) portal sur jfk coop. financiera,3914
(02000) portal norte - unicervantes,(07001) perdomo,620
(02000) portal norte - unicervantes,(07002) madelena,483
(02000) portal norte - unicervantes,(07003) sevillana,294
(02000) portal norte - unicervantes,(07004) venecia,546
(02000) portal norte - unicervantes,(07005) alqueria,524
(02000) portal norte - unicervantes,(07006) general santander,1108
(02000) portal norte - unicervantes,(07007) nqs - calle 38a sur,360
(02000) portal norte - unicervantes,(07008) nqs - calle 30 sur,335
(02000) portal norte - unicervantes,(07010) bosa,1018
(02000) portal norte - unicervantes,(07101) castellana,515
(02000) portal norte - unicervantes,(07102) calle 75 - zona m,583
(02000) portal norte - unicervantes,(07103) av. chile,1219
(02000) portal norte - unicervantes,(07104) 7 de agosto,1275
(02000) portal norte - unicervantes,(07105) movistar arena,984
(02000) portal norte - unicervantes,(07106) el campin,1213
(02000) portal norte - unicervantes,(07107) u. nacional,2466
(02000) portal norte - unicervantes,(07108) av. el dorado,850
(02000) portal norte - unicervantes,(07109) cad,1126
(02000) portal norte - unicervantes,(07110) paloquemao,1123
(02000) portal norte - unicervantes,(07111) nqs - ricaurte,945
(02000) portal norte - unicervantes,(07112) comuneros,1554
(02000) portal norte - unicervantes,(07113) santa isabel,677
(02000) portal norte - unicervantes,(07200) tygua-san josé,415
(02000) portal norte - unicervantes,(07201) guatoque -veraguas,133
(02000) portal norte - unicervantes,(07503) san mateo - c.c. unisur,2896
(02000) portal norte - unicervantes,(07504) terreros,1649
(02000) portal norte - unicervantes,(07505) leon xiii,729
(02000) portal norte - unicervantes,(07506) despensa,224
(02000) portal norte - unicervantes,(08000) portal tunal,2680
(02000) portal norte - unicervantes,(08001) parque el tunal,109
(02000) portal norte - unicervantes,(08002) biblioteca,165
(02000) portal norte - unicervantes,(09000) cabecera usme,2123
(02000) portal norte - unicervantes,(09001) molinos,785
(02000) portal norte - unicervantes,(09002) consuelo,68
(02000) portal norte - unicervantes,(09003) socorro,135
(02000) portal norte - unicervantes,(09004) santa lucía,528
(02000) portal norte - unicervantes,(09005) danubio,229
(02000) portal norte - unicervantes,(09100) calle 40 sur,535
(02000) portal norte - unicervantes,(09101) quiroga,185
(02000) portal norte - unicervantes,(09103) olaya,438
(02000) portal norte - unicervantes,(09104) restrepo,749
(02000) portal norte - unicervantes,(09105) río fucha,496
(02000) portal norte - unicervantes,(09106) nariño,338
(02000) portal norte - unicervantes,(09107) hortúa,490
(02000) portal norte - unicervantes,(09108) hospital,131
(02000) portal norte - unicervantes,(09110) avenida jimenez,3623
(02000) portal norte - unicervantes,(09113) calle 22,933
(02000) portal norte - unicervantes,(09115) calle 34 - fondo nacional de garantias,2659
(02000) portal norte - unicervantes,(09116) avenida 39,1678
(02000) portal norte - unicervantes,(09117) calle 45,2731
(02000) portal norte - unicervantes,(09119) calle 57,4817
(02000) portal norte - unicervantes,(09121) flores – areandina,4789
(02000) portal norte - unicervantes,(09123) calle 76 - san felipe,4280
(02000) portal norte - unicervantes,(10000) portal 20 de julio,1078
(02000) portal norte - unicervantes,(10001) country sur,360
(02000) portal norte - unicervantes,(10002) av. primero de mayo,629
(02000) portal norte - unicervantes,(10003) ciudad jardín,66
(02000) portal norte - unicervantes,(10004) policarpa,76
(02000) portal norte - unicervantes,(10005) bicentenario,186
(02000) portal norte - unicervantes,(10006) san victorino - neos centro,281
(02000) portal norte - unicervantes,(10007) las nieves,228
(02000) portal norte - unicervantes,(10008) san diego,80
(02000) portal norte - unicervantes,(10009) museo nacional - fng,179
(02000) portal norte - unicervantes,(10010) san bernardo,267
(02000) portal norte - unicervantes,(12000) puente aranda,187
(02000) portal norte - unicervantes,(12001) carrera 43 - comapan,271
(02000) portal norte - unicervantes,(12002) cds - carrera 32,374
(02000) portal norte - unicervantes,(12003) ricaurte,193
(02000) portal norte - unicervantes,(12004) carrera 22,273
(02000) portal norte - unicervantes,(12007) zona industrial,652
(02000) portal norte - unicervantes,(14001) la sabana,377
(02000) portal norte - unicervantes,(14004) museo del oro,2833
(02000) portal norte - unicervantes,(14005) las aguas - centro colombo americano,2211
(02000) portal norte - unicervantes,(50003) corral molinos,5
(02000) portal norte - unicervantes,(50008) corral portal dorado,138
(02000) portal norte - unicervantes,(57503) ampliacion san mateo,868
(02001) centro comercial santa fe,(02101) toberin - foundever,539
(02001) centro comercial santa fe,(02102) calle 161,136
(02001) centro comercial santa fe,(02103) mazurén,473
(02001) centro comercial santa fe,(02105) calle 142,321
(02001) centro comercial santa fe,(02200) alcalá – colegio s. tomás dominicos,551
(02001) centro comercial santa fe,(02201) prado,223
(02001) centro comercial santa fe,(02202) calle 127 - l oreal paris,672
(02001) centro comercial santa fe,(02204) pepe sierra,513
(02001) centro comercial santa fe,(02205) calle 106 - explora maletas,383
(02001) centro comercial santa fe,(02300) calle 100 - marketmedios,759
(02001) centro comercial santa fe,(02302) virrey,412
(02001) centro comercial santa fe,(02303) calle 85 - gato dumas,336
(02001) centro comercial santa fe,(02304) heroes - gel hada,366
(02001) centro comercial santa fe,(02502) terminal,60
(02001) centro comercial santa fe,(03000) portal suba,161
(02001) centro comercial santa fe,(03001) la campiña,26
(02001) centro comercial santa fe,(03002) suba - tv- 91,45
(02001) centro comercial santa fe,(03003) 21 angeles,12
(02001) centro comercial santa fe,(03004) gratamira,1
(02001) centro comercial santa fe,(03005) suba - av. boyaca,6
(02001) centro comercial santa fe,(03006) niza - calle 127,47
(02001) centro comercial santa fe,(03007) humedal cordoba,4
(02001) centro comercial santa fe,(03009) av. suba- calle 116,41
(02001) centro comercial santa fe,(03010) puente largo,36
(02001) centro comercial santa fe,(03011) suba - calle 100,30
(02001) centro comercial santa fe,(03012) suba - calle 95,22
(02001) centro comercial santa fe,(03013) rio negro,31
(02001) centro comercial santa fe,(03014) san martin,3
(02001) centro comercial santa fe,(04000) cabecera calle 80,436
(02001) centro comercial santa fe,(04001) quirigua,36
(02001) centro comercial santa fe,(04002) carrera 90,47
(02001) centro comercial santa fe,(04003) avenida ciudad de cali,76
(02001) centro comercial santa fe,(04004) la granja,42
(02001) centro comercial santa fe,(04100) carrera 77,57
(02001) centro comercial santa fe,(04101) minuto de dios,51
(02001) centro comercial santa fe,(04102) avenida boyaca,65
(02001) centro comercial santa fe,(04103) las ferias,27
(02001) centro comercial santa fe,(04104) avenida 68,77
(02001) centro comercial santa fe,(04105) carrera 53,70
(02001) centro comercial santa fe,(04106) carrera 47,22
(02001) centro comercial santa fe,(04107) escuela militar,18
(02001) centro comercial santa fe,(04108) polo – fincomercio,51
(02001) centro comercial santa fe,(05000) portal américas,358
(02001) centro comercial santa fe,(05002) tintal,88
(02001) centro comercial santa fe,(05005) transversal 86,42
(02001) centro comercial santa fe,(05100) banderas p. central,238
(02001) centro comercial santa fe,(05101) mandalay - cr.73,10
(02001) centro comercial santa fe,(05102) av. américas - av. boyacá,38
(02001) centro comercial santa fe,(05103) marsella,55
(02001) centro comercial santa fe,(05105) pradera – plaza central,67
(02001) centro comercial santa fe,(05107) américas - cr.53,57
(02001) centro comercial santa fe,(06000) portal el dorado - c.c. nuestro bogota,414
(02001) centro comercial santa fe,(06001) modelia,133
(02001) centro comercial santa fe,(06002) normandía,67
(02001) centro comercial santa fe,(06100) av. rojas – unisalesiana,175
(02001) centro comercial santa fe,(06101) el tiempo - camara de comercio de bogota,301
(02001) centro comercial santa fe,(06102) salitre el greco,226
(02001) centro comercial santa fe,(06103) can - british council,265
(02001) centro comercial santa fe,(06104) gobernación,131
(02001) centro comercial santa fe,(06105) quinta paredes,99
(02001) centro comercial santa fe,(06106) recinto ferial,427
(02001) centro comercial santa fe,(06107) ciudad universitaria - loteria de bogota,99
(02001) centro comercial santa fe,(06108) concejo de bogotá,5
(02001) centro comercial santa fe,(06109) centro memoria,16
(02001) centro comercial santa fe,(06111) universidades – cityu,196
(02001) centro comercial santa fe,(07000) portal sur jfk coop. financiera,385
(02001) centro comercial santa fe,(07001) perdomo,39
(02001) centro comercial santa fe,(07002) madelena,107
(02001) centro comercial santa fe,(07003) sevillana,31
(02001) centro comercial santa fe,(07004) venecia,69
(02001) centro comercial santa fe,(07005) alqueria,99
(02001) centro comercial santa fe,(07006) general santander,112
(02001) centro comercial santa fe,(07007) nqs - calle 38a sur,52
(02001) centro comercial santa fe,(07008) nqs - calle 30 sur,65
(02001) centro comercial santa fe,(07010) bosa,72
(02001) centro comercial santa fe,(07101) castellana,46
(02001) centro comercial santa fe,(07102) calle 75 - zona m,45
(02001) centro comercial santa fe,(07103) av. chile,279
(02001) centro comercial santa fe,(07104) 7 de agosto,102
(02001) centro comercial santa fe,(07105) movistar arena,158
(02001) centro comercial santa fe,(07106) el campin,240
(02001) centro comercial santa fe,(07107) u. nacional,247
(02001) centro comercial santa fe,(07108) av. el dorado,189
(02001) centro comercial santa fe,(07109) cad,142
(02001) centro comercial santa fe,(07110) paloquemao,175
(02001) centro comercial santa fe,(07111) nqs - ricaurte,106
(02001) centro comercial santa fe,(07112) comuneros,126
(02001) centro comercial santa fe,(07113) santa isabel,162
(02001) centro comercial santa fe,(07200) tygua-san josé,48
(02001) centro comercial santa fe,(07201) guatoque -veraguas,12
(02001) centro comercial santa fe,(07503) san mateo - c.c. unisur,203
(02001) centro comercial santa fe,(07504) terreros,104
(02001) centro comercial santa fe,(07505) leon xiii,40
(02001) centro comercial santa fe,(07506) despensa,19
(02001) centro comercial santa fe,(08000) portal tunal,193
(02001) centro comercial santa fe,(08001) parque el tunal,9
(02001) centro comercial santa fe,(08002) biblioteca,18
(02001) centro comercial santa fe,(09000) cabecera usme,209
(02001) centro comercial santa fe,(09001) molinos,85
(02001) centro comercial santa fe,(09002) consuelo,1
(02001) centro comercial santa fe,(09003) socorro,19
(02001) centro comercial santa fe,(09004) santa lucía,44
(02001) centro comercial santa fe,(09005) danubio,32
(02001) centro comercial santa fe,(09100) calle 40 sur,40
(02001) centro comercial santa fe,(09101) quiroga,16
(02001) centro comercial santa fe,(09103) olaya,65
(02001) centro comercial santa fe,(09104) restrepo,56
(02001) centro comercial santa fe,(09105) río fucha,49
(02001) centro comercial santa fe,(09106) nariño,35
(02001) centro comercial santa fe,(09107) hortúa,33
(02001) centro comercial santa fe,(09108) hospital,12
(02001) centro comercial santa fe,(09110) avenida jimenez,178
(02001) centro comercial santa fe,(09113) calle 22,68
(02001) centro comercial santa fe,(09115) calle 34 - fondo nacional de garantias,533
(02001) centro comercial santa fe,(09116) avenida 39,117
(02001) centro comercial santa fe,(09117) calle 45,601
(02001) centro comercial santa fe,(09119) calle 57,473
(02001) centro comercial santa fe,(09121) flores – areandina,414
(02001) centro comercial santa fe,(09123) calle 76 - san felipe,520
(02001) centro comercial santa fe,(10000) portal 20 de julio,349
(02001) centro comercial santa fe,(10001) country sur,124
(02001) centro comercial santa fe,(10002) av. primero de mayo,229
(02001) centro comercial santa fe,(10003) ciudad jardín,19
(02001) centro comercial santa fe,(10004) policarpa,17
(02001) centro comercial santa fe,(10005) bicentenario,68
(02001) centro comercial santa fe,(10006) san victorino - neos centro,27
(02001) centro comercial santa fe,(10007) las nieves,22
(02001) centro comercial santa fe,(10008) san diego,7
(02001) centro comercial santa fe,(10009) museo nacional - fng,26
(02001) centro comercial santa fe,(10010) san bernardo,95
(02001) centro comercial santa fe,(12000) puente aranda,21
(02001) centro comercial santa fe,(12001) carrera 43 - comapan,22
(02001) centro comercial santa fe,(12002) cds - carrera 32,21
(02001) centro comercial santa fe,(12003) ricaurte,17
(02001) centro comercial santa fe,(12004) carrera 22,16
(02001) centro comercial santa fe,(12007) zona industrial,45
(02001) centro comercial santa fe,(14001) la sabana,32
(02001) centro comercial santa fe,(14004) museo del oro,193
(02001) centro comercial santa fe,(14005) las aguas - centro colombo americano,186
(02001) centro comercial santa fe,(50008) corral portal dorado,27
(02001) centro comercial santa fe,(57503) ampliacion san mateo,65
(02101) toberin - foundever,(02102) calle 161,50
(02101) toberin - foundever,(02103) mazurén,453
(02101) toberin - foundever,(02105) calle 142,482
(02101) toberin - foundever,(02200) alcalá – colegio s. tomás dominicos,724
(02101) toberin - foundever,(02201) prado,608
(02101) toberin - foundever,(02202) calle 127 - l oreal paris,1192
(02101) toberin - foundever,(02204) pepe sierra,862
(02101) toberin - foundever,(02205) calle 106 - explora maletas,827
(02101) toberin - foundever,(02300) calle 100 - marketmedios,3197
(02101) toberin - foundever,(02302) virrey,957
(02101) toberin - foundever,(02303) calle 85 - gato dumas,1010
(02101) toberin - foundever,(02304) heroes - gel hada,1274
(02101) toberin - foundever,(02502) terminal,328
(02101) toberin - foundever,(03000) portal suba,261
(02101) toberin - foundever,(03001) la campiña,41
(02101) toberin - foundever,(03002) suba - tv- 91,74
(02101) toberin - foundever,(03003) 21 angeles,22
(02101) toberin - foundever,(03004) gratamira,2
(02101) toberin - foundever,(03005) suba - av. boyaca,22
(02101) toberin - foundever,(03006) niza - calle 127,95
(02101) toberin - foundever,(03007) humedal cordoba,25
(02101) toberin - foundever,(03009) av. suba- calle 116,125
(02101) toberin - foundever,(03010) puente largo,79
(02101) toberin - foundever,(03011) suba - calle 100,99
(02101) toberin - foundever,(03012) suba - calle 95,115
(02101) toberin - foundever,(03013) rio negro,76
(02101) toberin - foundever,(03014) san martin,15
(02101) toberin - foundever,(04000) cabecera calle 80,2136
(02101) toberin - foundever,(04001) quirigua,122
(02101) toberin - foundever,(04002) carrera 90,295
(02101) toberin - foundever,(04003) avenida ciudad de cali,282
(02101) toberin - foundever,(04004) la granja,183
(02101) toberin - foundever,(04100) carrera 77,265
(02101) toberin - foundever,(04101) minuto de dios,166
(02101) toberin - foundever,(04102) avenida boyaca,241
(02101) toberin - foundever,(04103) las ferias,87
(02101) toberin - foundever,(04104) avenida 68,256
(02101) toberin - foundever,(04105) carrera 53,227
(02101) toberin - foundever,(04106) carrera 47,107
(02101) toberin - foundever,(04107) escuela militar,22
(02101) toberin - foundever,(04108) polo – fincomercio,180
(02101) toberin - foundever,(05000) portal américas,1330
(02101) toberin - foundever,(05002) tintal,304
(02101) toberin - foundever,(05005) transversal 86,161
(02101) toberin - foundever,(05100) banderas p. central,762
(02101) toberin - foundever,(05101) mandalay - cr.73,13
(02101) toberin - foundever,(05102) av. américas - av. boyacá,122
(02101) toberin - foundever,(05103) marsella,178
(02101) toberin - foundever,(05105) pradera – plaza central,273
(02101) toberin - foundever,(05107) américas - cr.53,198
(02101) toberin - foundever,(06000) portal el dorado - c.c. nuestro bogota,802
(02101) toberin - foundever,(06001) modelia,272
(02101) toberin - foundever,(06002) normandía,155
(02101) toberin - foundever,(06100) av. rojas – unisalesiana,316
(02101) toberin - foundever,(06101) el tiempo - camara de comercio de bogota,632
(02101) toberin - foundever,(06102) salitre el greco,426
(02101) toberin - foundever,(06103) can - british council,648
(02101) toberin - foundever,(06104) gobernación,295
(02101) toberin - foundever,(06105) quinta paredes,219
(02101) toberin - foundever,(06106) recinto ferial,827
(02101) toberin - foundever,(06107) ciudad universitaria - loteria de bogota,179
(02101) toberin - foundever,(06108) concejo de bogotá,23
(02101) toberin - foundever,(06109) centro memoria,37
(02101) toberin - foundever,(06111) universidades – cityu,704
(02101) toberin - foundever,(07000) portal sur jfk coop. financiera,1515
(02101) toberin - foundever,(07001) perdomo,211
(02101) toberin - foundever,(07002) madelena,291
(02101) toberin - foundever,(07003) sevillana,124
(02101) toberin - foundever,(07004) venecia,201
(02101) toberin - foundever,(07005) alqueria,257
(02101) toberin - foundever,(07006) general santander,425
(02101) toberin - foundever,(07007) nqs - calle 38a sur,129
(02101) toberin - foundever,(07008) nqs - calle 30 sur,171
(02101) toberin - foundever,(07010) bosa,496
(02101) toberin - foundever,(07101) castellana,199
(02101) toberin - foundever,(07102) calle 75 - zona m,209
(02101) toberin - foundever,(07103) av. chile,673
(02101) toberin - foundever,(07104) 7 de agosto,376
(02101) toberin - foundever,(07105) movistar arena,475
(02101) toberin - foundever,(07106) el campin,588
(02101) toberin - foundever,(07107) u. nacional,967
(02101) toberin - foundever,(07108) av. el dorado,487
(02101) toberin - foundever,(07109) cad,504
(02101) toberin - foundever,(07110) paloquemao,722
(02101) toberin - foundever,(07111) nqs - ricaurte,375
(02101) toberin - foundever,(07112) comuneros,586
(02101) toberin - foundever,(07113) santa isabel,376
(02101) toberin - foundever,(07200) tygua-san josé,267
(02101) toberin - foundever,(07201) guatoque -veraguas,63
(02101) toberin - foundever,(07503) san mateo - c.c. unisur,1231
(02101) toberin - foundever,(07504) terreros,782
(02101) toberin - foundever,(07505) leon xiii,359
(02101) toberin - foundever,(07506) despensa,101
(02101) toberin - foundever,(08000) portal tunal,899
(02101) toberin - foundever,(08001) parque el tunal,49
(02101) toberin - foundever,(08002) biblioteca,60
(02101) toberin - foundever,(09000) cabecera usme,1345
(02101) toberin - foundever,(09001) molinos,547
(02101) toberin - foundever,(09002) consuelo,24
(02101) toberin - foundever,(09003) socorro,86
(02101) toberin - foundever,(09004) santa lucía,234
(02101) toberin - foundever,(09005) danubio,107
(02101) toberin - foundever,(09100) calle 40 sur,218
(02101) toberin - foundever,(09101) quiroga,55
(02101) toberin - foundever,(09103) olaya,273
(02101) toberin - foundever,(09104) restrepo,305
(02101) toberin - foundever,(09105) río fucha,264
(02101) toberin - foundever,(09106) nariño,204
(02101) toberin - foundever,(09107) hortúa,176
(02101) toberin - foundever,(09108) hospital,39
(02101) toberin - foundever,(09110) avenida jimenez,955
(02101) toberin - foundever,(09113) calle 22,253
(02101) toberin - foundever,(09115) calle 34 - fondo nacional de garantias,1388
(02101) toberin - foundever,(09116) avenida 39,746
(02101) toberin - foundever,(09117) calle 45,1324
(02101) toberin - foundever,(09119) calle 57,1831
(02101) toberin - foundever,(09121) flores – areandina,1433
(02101) toberin - foundever,(09123) calle 76 - san felipe,1628
(02101) toberin - foundever,(10000) portal 20 de julio,654
(02101) toberin - foundever,(10001) country sur,226
(02101) toberin - foundever,(10002) av. primero de mayo,396
(02101) toberin - foundever,(10003) ciudad jardín,33
(02101) toberin - foundever,(10004) policarpa,45
(02101) toberin - foundever,(10005) bicentenario,143
(02101) toberin - foundever,(10006) san victorino - neos centro,120
(02101) toberin - foundever,(10007) las nieves,73
(02101) toberin - foundever,(10008) san diego,33
(02101) toberin - foundever,(10009) museo nacional - fng,77
(02101) toberin - foundever,(10010) san bernardo,132
(02101) toberin - foundever,(12000) puente aranda,53
(02101) toberin - foundever,(12001) carrera 43 - comapan,50
(02101) toberin - foundever,(12002) cds - carrera 32,80
(02101) toberin - foundever,(12003) ricaurte,53
(02101) toberin - foundever,(12004) carrera 22,64
(02101) toberin - foundever,(12007) zona industrial,145
(02101) toberin - foundever,(14001) la sabana,105
(02101) toberin - foundever,(14004) museo del oro,1080
(02101) toberin - foundever,(14005) las aguas - centro colombo americano,822
(02101) toberin - foundever,(50003) corral molinos,4
(02101) toberin - foundever,(50008) corral portal dorado,76
(02101) toberin - foundever,(57503) ampliacion san mateo,397
(02102) calle 161,(02103) mazurén,101
(02102) calle 161,(02105) calle 142,91
(02102) calle 161,(02200) alcalá – colegio s. tomás dominicos,106
(02102) calle 161,(02201) prado,154
(02102) calle 161,(02202) calle 127 - l oreal paris,167
(02102) calle 161,(02204) pepe sierra,164
(02102) calle 161,(02205) calle 106 - explora maletas,195
(02102) calle 161,(02300) calle 100 - marketmedios,352
(02102) calle 161,(02302) virrey,143
(02102) calle 161,(02303) calle 85 - gato dumas,210
(02102) calle 161,(02304) heroes - gel hada,161
(02102) calle 161,(02502) terminal,95
(02102) calle 161,(03000) portal suba,208
(02102) calle 161,(03001) la campiña,29
(02102) calle 161,(03002) suba - tv- 91,57
(02102) calle 161,(03003) 21 angeles,2
(02102) calle 161,(03004) gratamira,2
(02102) calle 161,(03005) suba - av. boyaca,7
(02102) calle 161,(03006) niza - calle 127,16
(02102) calle 161,(03007) humedal cordoba,4
(02102) calle 161,(03009) av. suba- calle 116,34
(02102) calle 161,(03010) puente largo,16
(02102) calle 161,(03011) suba - calle 100,13
(02102) calle 161,(03012) suba - calle 95,9
(02102) calle 161,(03013) rio negro,11
(02102) calle 161,(03014) san martin,5
(02102) calle 161,(04000) cabecera calle 80,429
(02102) calle 161,(04001) quirigua,34
(02102) calle 161,(04002) carrera 90,54
(02102) calle 161,(04003) avenida ciudad de cali,85
(02102) calle 161,(04004) la granja,33
(02102) calle 161,(04100) carrera 77,89
(02102) calle 161,(04101) minuto de dios,39
(02102) calle 161,(04102) avenida boyaca,47
(02102) calle 161,(04103) las ferias,16
(02102) calle 161,(04104) avenida 68,26
(02102) calle 161,(04105) carrera 53,26
(02102) calle 161,(04106) carrera 47,18
(02102) calle 161,(04107) escuela militar,7
(02102) calle 161,(04108) polo – fincomercio,27
(02102) calle 161,(05000) portal américas,768
(02102) calle 161,(05002) tintal,217
(02102) calle 161,(05005) transversal 86,67
(02102) calle 161,(05100) banderas p. central,454
(02102) calle 161,(05101) mandalay - cr.73,10
(02102) calle 161,(05102) av. américas - av. boyacá,33
(02102) calle 161,(05103) marsella,111
(02102) calle 161,(05105) pradera – plaza central,95
(02102) calle 161,(05107) américas - cr.53,85
(02102) calle 161,(06000) portal el dorado - c.c. nuestro bogota,81
(02102) calle 161,(06001) modelia,30
(02102) calle 161,(06002) normandía,30
(02102) calle 161,(06100) av. rojas – unisalesiana,31
(02102) calle 161,(06101) el tiempo - camara de comercio de bogota,81
(02102) calle 161,(06102) salitre el greco,45
(02102) calle 161,(06103) can - british council,49
(02102) calle 161,(06104) gobernación,33
(02102) calle 161,(06105) quinta paredes,20
(02102) calle 161,(06106) recinto ferial,89
(02102) calle 161,(06107) ciudad universitaria - loteria de bogota,31
(02102) calle 161,(06108) concejo de bogotá,7
(02102) calle 161,(06109) centro memoria,11
(02102) calle 161,(06111) universidades – cityu,140
(02102) calle 161,(07000) portal sur jfk coop. financiera,283
(02102) calle 161,(07001) perdomo,38
(02102) calle 161,(07002) madelena,45
(02102) calle 161,(07003) sevillana,24
(02102) calle 161,(07004) venecia,43
(02102) calle 161,(07005) alqueria,41
(02102) calle 161,(07006) general santander,47
(02102) calle 161,(07007) nqs - calle 38a sur,18
(02102) calle 161,(07008) nqs - calle 30 sur,22
(02102) calle 161,(07010) bosa,61
(02102) calle 161,(07101) castellana,29
(02102) calle 161,(07102) calle 75 - zona m,20
(02102) calle 161,(07103) av. chile,78
(02102) calle 161,(07104) 7 de agosto,39
(02102) calle 161,(07105) movistar arena,65
(02102) calle 161,(07106) el campin,77
(02102) calle 161,(07107) u. nacional,121
(02102) calle 161,(07108) av. el dorado,52
(02102) calle 161,(07109) cad,69
(02102) calle 161,(07110) paloquemao,65
(02102) calle 161,(07111) nqs - ricaurte,40
(02102) calle 161,(07112) comuneros,76
(02102) calle 161,(07113) santa isabel,45
(02102) calle 161,(07200) tygua-san josé,23
(02102) calle 161,(07201) guatoque -veraguas,13
(02102) calle 161,(07503) san mateo - c.c. unisur,184
(02102) calle 161,(07504) terreros,111
(02102) calle 161,(07505) leon xiii,42
(02102) calle 161,(07506) despensa,8
(02102) calle 161,(08000) portal tunal,230
(02102) calle 161,(08001) parque el tunal,15
(02102) calle 161,(08002) biblioteca,18
(02102) calle 161,(09000) cabecera usme,130
(02102) calle 161,(09001) molinos,55
(02102) calle 161,(09002) consuelo,5
(02102) calle 161,(09003) socorro,8
(02102) calle 161,(09004) santa lucía,44
(02102) calle 161,(09005) danubio,19
(02102) calle 161,(09100) calle 40 sur,42
(02102) calle 161,(09101) quiroga,13
(02102) calle 161,(09103) olaya,25
(02102) calle 161,(09104) restrepo,92
(02102) calle 161,(09105) río fucha,29
(02102) calle 161,(09106) nariño,19
(02102) calle 161,(09107) hortúa,38
(02102) calle 161,(09108) hospital,14
(02102) calle 161,(09110) avenida jimenez,135
(02102) calle 161,(09113) calle 22,106
(02102) calle 161,(09115) calle 34 - fondo nacional de garantias,193
(02102) calle 161,(09116) avenida 39,190
(02102) calle 161,(09117) calle 45,190
